PacketCounter	SampleTimeFine	Year	Month	Day	Second	UTC_Nano	UTC_Year	UTC_Month	UTC_Day	UTC_Hour	UTC_Minute	UTC_Second	UTC_Valid	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	AccHR_X	AccHR_Y	AccHR_Z	Gyr_X	Gyr_Y	Gyr_Z	GyrHR_X	GyrHR_Y	GyrHR_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Pressure	Roll	Pitch	Yaw	Latitude	Longitude	Altitude	Vel_E	Vel_N	Vel_U	Temperature	GyrTemp_X	GyrTemp_Y	GyrTemp_Z
58323	73931177					9930586	2023	7	21	20	18	40	0	0.372221	-1.22439	9.749865							-0.004939	0.027577	0.152826							0.003745	-0.012239	0.097498	1.0	-2.5e-05	0.000138	0.000764	92566.0	-1.631586	4.160557	34.109818	-21.213514002	-44.968318336	957.352144				0.0			
58423	73941177					9929467	2023	7	21	20	18	41	0	0.134175	-2.172893	9.570564							-0.040448	-0.039461	0.337984							0.00136	-0.021707	0.09571	0.999999	-0.000202	-0.000197	0.00169	92561.0	-1.614789	4.044544	47.841522	-21.213466912	-44.968272164	957.20773				0.0			
58523	73951177					9930348	2023	7	21	20	18	42	0	0.145645	-3.245987	9.314971							0.002012	-0.030117	0.530253							0.001528	-0.032457	0.09315	0.999996	1e-05	-0.000151	0.002651	92568.0	-0.60503	2.974642	73.28833	-21.213413889	-44.968245969	957.211919				0.0			
58623	73961177					9929229	2023	7	21	20	18	43	0	-0.819293	-1.998968	9.672399							0.006582	-0.00196	0.402943							-0.008154	-0.020009	0.096723	0.999998	3.3e-05	-1e-05	0.002015	92564.0	1.352241	1.17936	101.989189	-21.213360037	-44.968249995	957.251627				0.0			
58723	73971177					9930109	2023	7	21	20	18	44	0	-0.78039	-2.109569	9.508736							0.027232	-0.031715	0.276598							-0.00779	-0.021119	0.095083	0.999999	0.000136	-0.000159	0.001383	92563.0	0.973007	-0.581815	124.144562	-21.213311735	-44.968280301	956.979149				0.0			
58823	73981177					9928990	2023	7	21	20	18	45	0	0.348774	-0.986465	9.229872							0.027423	-0.027644	0.204098							0.003485	-0.009874	0.092298	0.999999	0.000137	-0.000138	0.00102	92566.0	1.056383	-2.546182	134.510147	-21.213268694	-44.968331621	956.607538				0.0			
58923	73991177					9929871	2023	7	21	20	18	46	0	-0.077285	-0.952616	9.354209							0.000361	-0.016513	0.184997							-0.000772	-0.009527	0.093542	1.0	2e-06	-8.3e-05	0.000925	92566.0	1.472417	-4.370865	145.651413	-21.21323338	-44.968394472	955.911913				0.0			
59023	74001177					9928751	2023	7	21	20	18	47	0	-0.824136	-0.477481	9.52483							-0.000254	0.011535	0.029173							-0.008235	-0.004776	0.095249	1.0	-1e-06	5.8e-05	0.000146	92563.0	0.738953	-5.424098	152.2556	-21.213206013	-44.968470263	955.25412				0.0			
59123	74011177					9929632	2023	7	21	20	18	48	0	0.039906	0.242463	9.627462							0.036537	0.025946	0.037888							0.000411	0.002407	0.096275	1.0	0.000183	0.00013	0.000189	92559.0	-0.204024	-6.630905	155.503616	-21.213181872	-44.968558924	954.365245				0.0			
59223	74021177					9928513	2023	7	21	20	18	49	0	0.674238	-0.691985	10.379916							-0.051264	-0.01554	-0.007118							0.006734	-0.006893	0.103801	1.0	-0.000256	-7.8e-05	-3.6e-05	92556.0	0.059062	-6.653306	156.405701	-21.213159686	-44.968658262	953.681336				0.0			
59323	74031177					9928394	2023	7	21	20	18	50	0	-0.3339	0.728367	9.117439							-0.027903	0.079213	-0.00864							-0.003303	0.007297	0.091175	1.0	-0.00014	0.000396	-4.3e-05	92555.0	0.255573	-7.18376	155.787018	-21.21313689	-44.968762643	952.660419				0.0			
59423	74041177					9929275	2023	7	21	20	18	51	0	1.176081	-1.886614	13.250427							0.062064	-0.11192	-0.013329							0.011685	-0.018908	0.132505	1.0	0.00031	-0.00056	-6.7e-05	92558.0	-1.443504	-7.098608	155.937546	-21.213111577	-44.968873692	951.787587				0.0			
59523	74051177					9928156	2023	7	21	20	18	52	0	0.638175	-0.149888	9.199005							0.020432	-0.004177	-0.026157							0.00638	-0.001509	0.09199	1.0	0.000102	-2.1e-05	-0.000131	92559.0	-0.765582	-7.768702	155.170349	-21.21308447	-44.968992689	951.034366				0.0			
59623	74061177					9929037	2023	7	21	20	18	53	0	1.095362	0.349293	10.408386							0.01312	0.045553	-0.027055							0.010978	0.003485	0.104082	1.0	6.6e-05	0.000228	-0.000135	92555.0	-0.221771	-8.052632	153.948288	-21.213054451	-44.969115981	950.252116				0.0			
59723	74071177					9927918	2023	7	21	20	18	54	0	2.010273	-0.487892	9.910471							-0.010161	-0.023825	0.012735							0.020091	-0.004873	0.099107	1.0	-5.1e-05	-0.000119	6.4e-05	92556.0	-0.497078	-8.125322	153.830185	-21.213022694	-44.969237001	949.383087				0.0			
59823	74081177					9928798	2023	7	21	20	18	55	0	1.694273	0.219732	9.891356							0.048556	-0.057326	-0.030745							0.016915	0.002171	0.098919	1.0	0.000243	-0.000287	-0.000154	92556.0	-0.070848	-7.968723	153.756714	-21.212991539	-44.969356669	948.849426				0.0			
59923	74091178					9927679	2023	7	21	20	18	56	0	0.966354	-0.401055	9.304823							0.039287	-0.011539	-0.01907							0.009658	-0.00403	0.093048	1.0	0.000196	-5.8e-05	-9.5e-05	92552.0	2.178101	-7.467051	151.106323	-21.212959142	-44.969474019	948.38134				0.0			
60023	74101178					9928560	2023	7	21	20	18	57	0	1.969134	-0.074421	10.266891							0.015718	-0.015796	0.00048							0.019683	-0.000752	0.10267	1.0	7.9e-05	-7.9e-05	2e-06	92557.0	0.511282	-9.100352	151.178055	-21.212922472	-44.969592317	947.924638				0.0			
60123	74111178					9927441	2023	7	21	20	18	58	0	1.577093	0.100682	9.413369							-0.01563	-0.032679	-0.022338							0.015756	0.001012	0.094136	1.0	-7.8e-05	-0.000163	-0.000112	92550.0	0.002146	-9.545832	150.605042	-21.212885644	-44.969710487	947.423254				0.0			
60223	74121178					9928322	2023	7	21	20	18	59	0	2.544429	0.137177	10.803122							0.005109	0.006308	-0.010176							0.025448	0.001368	0.10803	1.0	2.6e-05	3.2e-05	-5.1e-05	92553.0	-0.285647	-9.838536	149.613983	-21.212847406	-44.969826845	946.840702				0.0			
60323	74131178					9927203	2023	7	21	20	19	0	0	1.430296	0.080138	9.105301							-0.01192	-0.017799	0.012396							0.014295	0.000808	0.091054	1.0	-6e-05	-8.9e-05	6.2e-05	92552.0	-0.559293	-9.755052	149.53096	-21.212808794	-44.969938978	946.294703				0.0			
60423	74141178					9928084	2023	7	21	20	19	1	0	1.023936	0.025497	10.132							0.026191	-0.047597	-0.014191							0.010215	0.000241	0.101322	1.0	0.000131	-0.000238	-7.1e-05	92541.0	-0.363983	-10.062941	150.117691	-21.212770296	-44.970052956	945.640947				0.0			
60523	74151178					9926965	2023	7	21	20	19	2	0	1.178439	-0.283707	9.630073							-0.074312	-0.005192	-0.04068							0.011781	-0.002804	0.096302	1.0	-0.000372	-2.6e-05	-0.000203	92544.0	-0.578342	-9.555753	148.499634	-21.212730306	-44.970170804	944.918855				0.0			
60623	74161178					9927846	2023	7	21	20	19	3	0	1.959234	-0.16405	11.102488							-0.031312	-0.036628	-0.007842							0.019572	-0.001624	0.111029	1.0	-0.000157	-0.000183	-3.9e-05	92548.0	-1.728647	-9.795708	146.764893	-21.212684762	-44.970291139	944.146364				0.0			
60723	74171178					9926727	2023	7	21	20	19	4	0	0.902139	0.041472	10.138661							0.042074	0.014757	-0.006299							0.009029	0.000393	0.101386	1.0	0.00021	7.4e-05	-3.1e-05	92550.0	-0.626051	-10.385798	146.470474	-21.212636755	-44.970411909	943.328083				0.0			
60823	74181178					9926608	2023	7	21	20	19	5	0	1.971912	0.310441	9.778776							0.021082	0.00651	-0.028062							0.019723	0.003091	0.097787	1.0	0.000105	3.3e-05	-0.00014	92545.0	-0.057244	-10.745739	146.0755	-21.212588669	-44.970531779	942.516237				0.0			
60923	74191178					9927489	2023	7	21	20	19	6	0	1.417218	0.663289	9.69001							-0.009067	0.009183	-0.003308							0.014177	0.006637	0.096899	1.0	-4.5e-05	4.6e-05	-1.7e-05	92548.0	0.655331	-10.349608	144.518417	-21.212540039	-44.970648132	941.90479				0.0			
61023	74201178					9926370	2023	7	21	20	19	7	0	1.356553	0.515848	10.475757							-0.024319	-0.024771	0.016439							0.013552	0.005172	0.104759	1.0	-0.000122	-0.000124	8.2e-05	92543.0	1.361879	-9.220076	143.966599	-21.212489803	-44.970762741	941.520981				0.0			
61123	74211178					9927251	2023	7	21	20	19	8	0	1.206145	0.322778	9.041566							0.061486	-0.008051	-0.027231							0.012058	0.003198	0.090417	1.0	0.000307	-4e-05	-0.000136	92537.0	0.471482	-9.400775	143.589203	-21.212437225	-44.970879137	941.254719				0.0			
61223	74221178					9926132	2023	7	21	20	19	9	0	1.449418	0.3709	11.305749							0.002687	-0.015738	-0.025699							0.014486	0.003706	0.113059	1.0	1.3e-05	-7.9e-05	-0.000128	92536.0	0.015515	-9.619886	142.727753	-21.212382579	-44.970997867	941.1243				0.0			
61323	74231178					9927013	2023	7	21	20	19	10	0	2.235967	1.260344	11.124213							0.098155	0.071536	0.014537							0.022399	0.01255	0.11124	1.0	0.000491	0.000358	7.3e-05	92540.0	-0.12378	-9.900609	142.117096	-21.212324823	-44.9711177	940.847757				0.0			
61423	74241178					9925895	2023	7	21	20	19	11	0	3.623579	0.540628	10.43506							-0.013843	-0.007745	-0.000738							0.036232	0.005413	0.104352	1.0	-6.9e-05	-3.9e-05	-4e-06	92530.0	0.383872	-10.218625	141.996964	-21.212268118	-44.971234906	940.830133				0.0			
61523	74251178					9926776	2023	7	21	20	19	12	0	2.771942	-0.40832	7.380911							-0.021477	-0.016632	0.008288							0.027713	-0.004074	0.073812	1.0	-0.000107	-8.3e-05	4.1e-05	92538.0	0.141953	-9.627501	142.093201	-21.212217561	-44.971338852	941.634718				0.0			
61623	74261178					9925657	2023	7	21	20	19	13	0	1.221726	1.278164	10.692188							0.009175	0.014111	-0.052926							0.012228	0.012774	0.106922	1.0	4.6e-05	7.1e-05	-0.000265	92546.0	1.006221	-8.653953	141.150635	-21.212170462	-44.971434901	942.454585				0.0			
61723	74271178					9926539	2023	7	21	20	19	14	0	1.143225	0.545844	9.236598							-0.003385	-0.006929	-0.035718							0.01143	0.005458	0.092366	1.0	-1.7e-05	-3.5e-05	-0.000179	92536.0	0.618361	-9.117002	138.863312	-21.212120222	-44.971530717	943.788165				0.0			
61823	74281178					9925420	2023	7	21	20	19	15	0	1.70938	0.195076	8.98796							-0.025982	-0.014232	0.007709							0.017087	0.001963	0.089881	1.0	-0.00013	-7.1e-05	3.9e-05	92536.0	1.06322	-9.660111	137.565414	-21.212066136	-44.971626344	945.016176				0.0			
61923	74291178					9926301	2023	7	21	20	19	16	0	3.102216	0.496136	9.728667							-0.016478	0.018119	0.008005							0.031031	0.004971	0.097283	1.0	-8.2e-05	9.1e-05	4e-05	92535.0	-0.218059	-10.54719	138.641754	-21.212011953	-44.971718932	945.596573				0.0			
62023	74301178					9925183	2023	7	21	20	19	17	0	3.493307	0.157673	9.156761							-0.033318	-0.000954	-0.021454							0.034933	0.001588	0.091568	1.0	-0.000167	-5e-06	-0.000107	92532.0	0.362769	-10.925752	138.106003	-21.21196448	-44.97180404	947.256003				0.0			
62123	74311179					9926064	2023	7	21	20	19	18	0	3.126732	0.524072	10.499311							-0.098231	0.043766	0.068384							0.031288	0.005303	0.104984	1.0	-0.000491	0.000219	0.000342	92533.0	-1.053001	-10.311681	138.283554	-21.211922474	-44.971877377	948.738884				0.0			
62223	74321179					9924946	2023	7	21	20	19	19	0	2.882493	-1.764775	9.197608							0.090799	-0.005352	0.242438							0.028844	-0.017655	0.091969	0.999999	0.000454	-2.7e-05	0.001212	92534.0	-1.657476	-10.02868	147.653122	-21.211889731	-44.971936496	949.264308				0.0			
62323	74331179					9925827	2023	7	21	20	19	20	0	1.132384	-2.788333	9.28949							0.053858	-0.034661	0.474303							0.011374	-0.027881	0.092889	0.999997	0.000269	-0.000173	0.002372	92535.0	-2.228688	-8.703798	168.602295	-21.21187533	-44.971995154	951.190656				0.0			
62423	74341179					9924708	2023	7	21	20	19	21	0	1.043681	-4.211293	9.01625							0.05583	0.006745	0.533612							0.010552	-0.04211	0.09015	0.999996	0.000279	3.4e-05	0.002668	92525.0	-3.152136	-6.277784	-163.487579	-21.211885004	-44.972053934	952.517213				0.0			
62523	74351179					9925590	2023	7	21	20	19	22	0	0.152957	-3.558192	10.426875							0.038175	0.013696	0.378741							0.001604	-0.035599	0.104262	0.999998	0.000191	6.8e-05	0.001894	92529.0	-3.410882	-4.699962	-136.922562	-21.211922415	-44.972102124	953.458033				0.0			
62623	74361179					9924472	2023	7	21	20	19	23	0	0.623169	-1.290582	9.616466							-0.003055	0.016499	0.134572							0.006248	-0.0129	0.096164	1.0	-1.5e-05	8.2e-05	0.000673	92530.0	-2.386322	-3.634897	-122.675255	-21.211978931	-44.9721318	954.040683				0.0			
62723	74371179					9925353	2023	7	21	20	19	24	0	-1.647132	-0.791982	10.581908							0.01013	0.042376	0.020726							-0.016448	-0.007927	0.105822	1.0	5.1e-05	0.000212	0.000104	92526.0	-2.9313	-2.826414	-119.32663	-21.212045994	-44.972151769	954.300747				0.0			
62823	74381179					9924235	2023	7	21	20	19	25	0	-1.492717	-0.295622	8.744582							0.010161	0.0171	-0.011661							-0.01492	-0.00296	0.087447	1.0	5.1e-05	8.6e-05	-5.8e-05	92527.0	-2.003583	-2.621483	-119.764442	-21.212115104	-44.97218155	952.96063				0.0			
62923	74391179					9924117	2023	7	21	20	19	26	0	-1.081912	-1.13228	10.323386							0.003095	0.012031	0.001144							-0.010813	-0.011324	0.103234	1.0	1.5e-05	6e-05	6e-06	92526.0	-2.667482	-2.437421	-119.899803	-21.212192456	-44.972214303	952.456134				0.0			
63023	74401179					9924998	2023	7	21	20	19	27	0	-0.894032	-0.601126	8.304098							0.003356	-0.023579	0.004712							-0.00895	-0.006013	0.08304	1.0	1.7e-05	-0.000118	2.4e-05	92530.0	-1.866609	-2.381216	-119.529694	-21.212281559	-44.972250174	952.211765				0.0			
63123	74411179					9923880	2023	7	21	20	19	28	0	-0.541	-0.230928	9.45538							0.012024	-0.002319	-0.026597							-0.005411	-0.002314	0.094554	1.0	6e-05	-1.2e-05	-0.000133	92522.0	-0.571852	-2.56626	-120.182518	-21.212381599	-44.97228832	952.03563				0.0			
63223	74421179					9924761	2023	7	21	20	19	29	0	0.546634	0.317941	9.581225							0.001812	0.038754	0.000108							0.005485	0.003179	0.095811	1.0	9e-06	0.000194	1e-06	92524.0	-0.520463	-3.057698	-120.884422	-21.212490505	-44.972332246	951.888877				0.0			
63323	74431179					9923643	2023	7	21	20	19	30	0	0.963704	-0.006098	10.459959							-0.002235	-0.025206	0.002883							0.009624	-6e-05	0.104601	1.0	-1.1e-05	-0.000126	1.4e-05	92530.0	-0.246588	-3.171225	-120.694687	-21.212600605	-44.972377622	951.803271				0.0			
63423	74441179					9924525	2023	7	21	20	19	31	0	0.379251	-0.770215	10.061925							0.00085	0.002739	0.002468							0.003794	-0.007703	0.100619	1.0	4e-06	1.4e-05	1.2e-05	92528.0	-1.176762	-2.792162	-119.649834	-21.212711139	-44.972422234	951.77192				0.0			
63523	74451179					9923406	2023	7	21	20	19	32	0	1.967298	-0.392724	9.762829							-0.007945	-0.03975	0.008255							0.019654	-0.003923	0.097632	1.0	-4e-05	-0.000199	4.1e-05	92526.0	-0.164598	-3.161405	-119.945976	-21.212821229	-44.97246526	951.762052				0.0			
63623	74461179					9924288	2023	7	21	20	19	33	0	1.852665	-0.365642	9.240623							-0.025287	-0.065948	0.028232							0.018497	-0.003642	0.092413	1.0	-0.000126	-0.00033	0.000141	92520.0	-1.285382	-3.414631	-119.249245	-21.212924528	-44.972506189	951.751627				0.0			
63723	74471179					9923169	2023	7	21	20	19	34	0	2.38833	-0.408461	8.647656							0.008281	-0.001778	0.054367							0.023884	-0.004082	0.086477	1.0	4.1e-05	-9e-06	0.000272	92522.0	-0.986761	-3.692687	-117.122963	-21.213017116	-44.972541156	951.756108				0.0			
63823	74481179					9924051	2023	7	21	20	19	35	0	2.243196	-1.51956	10.443807							-0.026808	0.055454	0.128132							0.022471	-0.015167	0.104434	1.0	-0.000134	0.000277	0.000641	92521.0	-1.166979	-3.448262	-113.008972	-21.213101401	-44.972565143	951.114836				0.0			
63923	74491179					9922932	2023	7	21	20	19	36	0	0.486187	-1.650612	10.68543							-0.01426	-0.003975	0.240031							0.00488	-0.016493	0.106856	0.999999	-7.1e-05	-2e-05	0.0012	92522.0	-2.522939	-2.592948	-103.785706	-21.213173512	-44.972580497	951.613338				0.0			
64023	74501179					9923814	2023	7	21	20	19	37	0	0.732166	-3.12936	10.17326							-0.008349	0.008967	0.356562							0.007382	-0.031276	0.101734	0.999998	-4.2e-05	4.5e-05	0.001783	92511.0	-3.395023	-2.140198	-86.537941	-21.213243529	-44.972579772	952.033173				0.0			
64123	74511179					9922696	2023	7	21	20	19	38	0	-0.608994	-2.891301	9.701092							-0.08327	0.105102	0.351545							-0.005988	-0.028883	0.097026	0.999998	-0.000416	0.000526	0.001758	92518.0	-2.861568	-1.44704	-65.812538	-21.213307767	-44.972552898	951.796892				0.0			
64223	74521179					9923578	2023	7	21	20	19	39	0	-0.995562	-0.770078	9.618818							-0.02928	0.043121	0.087457							-0.009932	-0.007691	0.096191	1.0	-0.000146	0.000216	0.000437	92515.0	-3.355639	2.696895	-52.26886	-21.213359673	-44.972508211	952.461281				0.0			
64323	74531179					9922459	2023	7	21	20	19	40	0	-1.400824	-1.056288	9.880145							-0.051785	0.030976	0.043327							-0.013991	-0.01054	0.098806	1.0	-0.000259	0.000155	0.000217	92524.0	-4.245514	4.675042	-49.271477	-21.213409278	-44.972449414	953.29282				0.0			
64423	74541180					9923341	2023	7	21	20	19	41	0	-2.315136	-0.550182	10.735223							0.012541	0.024824	-0.007396							-0.023138	-0.005508	0.107355	1.0	6.3e-05	0.000124	-3.7e-05	92521.0	-2.291915	6.242605	-49.212551	-21.213460875	-44.972382693	954.215048				0.0			
64523	74551180					9922223	2023	7	21	20	19	42	0	-0.159174	-0.479742	9.910809							0.021158	-0.010411	-0.00196							-0.001597	-0.004808	0.099107	1.0	0.000106	-5.2e-05	-1e-05	92518.0	-2.448721	5.504673	-49.634781	-21.213516006	-44.972312623	955.110778				0.0			
64623	74561180					9923105	2023	7	21	20	19	43	0	0.173762	-1.186874	9.864936							-0.00295	-0.016049	0.053919							0.001733	-0.011867	0.09865	1.0	-1.5e-05	-8e-05	0.00027	92512.0	-2.864238	4.823557	-47.575592	-21.21356866	-44.972246063	955.791412				0.0			
64723	74571180					9921987	2023	7	21	20	19	44	0	-0.566213	-1.471886	9.473609							-0.026743	0.007216	0.217264							-0.005643	-0.014712	0.094738	0.999999	-0.000134	3.6e-05	0.001086	92518.0	-3.667995	4.818087	-39.886883	-21.213612831	-44.972182314	955.77042				0.0			
64823	74581180					9921868	2023	7	21	20	19	45	0	-0.30435	-3.782707	9.817309							0.047285	-0.032342	0.506236							-0.002964	-0.037858	0.098164	0.999997	0.000236	-0.000162	0.002531	92508.0	-1.191327	4.412942	-18.187185	-21.213640051	-44.97212078	956.520307				0.0			
64923	74591180					9922750	2023	7	21	20	19	46	0	-1.476584	-3.422561	9.864261							-0.053574	0.090574	0.591805							-0.01462	-0.034243	0.098658	0.999995	-0.000268	0.000453	0.002959	92510.0	1.036611	2.880329	13.253107	-21.213639385	-44.97205882	956.92873				0.0			
65023	74601180					9921632	2023	7	21	20	19	47	0	-1.707685	-4.605822	8.990003							-0.038251	-0.047959	0.478393							-0.016988	-0.046082	0.089905	0.999997	-0.000191	-0.00024	0.002392	92512.0	-1.981666	2.248435	44.566799	-21.21360702	-44.972002177	956.696225				0.0			
65123	74611180					9922514	2023	7	21	20	19	48	0	-1.621323	0.135533	9.652793							0.00339	-0.00132	0.062113							-0.016214	0.001349	0.096528	1.0	1.7e-05	-7e-06	0.000311	92506.0	-0.217795	3.963659	58.02607	-21.213548582	-44.971964068	957.024108				0.0			
65223	74621180					9921396	2023	7	21	20	19	49	0	-1.874262	0.226665	9.909205							0.056886	-0.032611	0.006302							-0.018759	0.002238	0.09909	1.0	0.000284	-0.000163	3.2e-05	92517.0	1.702373	5.221251	59.964043	-21.213477727	-44.971933536	957.487238				0.0			
65323	74631180					9922278	2023	7	21	20	19	50	0	-1.58681	0.508847	8.753569							-0.038612	-0.057779	0.032658							-0.015894	0.005103	0.08753	1.0	-0.000193	-0.000289	0.000163	92516.0	3.984198	4.08128	61.265362	-21.213399062	-44.971903738	957.945869				0.0			
65423	74641180					9921160	2023	7	21	20	19	51	0	-1.13494	0.076526	9.711146							-0.076644	0.014047	-0.008389							-0.011343	0.000803	0.097112	1.0	-0.000383	7e-05	-4.2e-05	92514.0	0.734687	2.473121	61.837414	-21.213312595	-44.971871744	958.146703				0.0			
65523	74651180					9922042	2023	7	21	20	19	52	0	-0.634262	0.584256	9.123219							-0.008111	0.006706	-0.023317							-0.006339	0.005847	0.091232	1.0	-4.1e-05	3.4e-05	-0.000117	92502.0	0.673542	1.93489	60.514774	-21.213218971	-44.971836786	958.20022				0.0			
87	74661180					9920923	2023	7	21	20	19	53	0	0.285817	-0.51658	9.591896							0.02314	-0.049132	-0.007998							0.002834	-0.005177	0.095919	1.0	0.000116	-0.000246	-4e-05	92508.0	0.541048	1.124267	60.276489	-21.213121012	-44.971798684	958.203288				0.0			
187	74671180					9921805	2023	7	21	20	19	54	0	-0.632668	-0.025072	10.170969							-0.015827	0.010169	0.012099							-0.006321	-0.000243	0.10171	1.0	-7.9e-05	5.1e-05	6e-05	92505.0	0.648211	0.860672	60.197075	-21.213021048	-44.971759237	958.166807				0.0			
287	74681180					9920687	2023	7	21	20	19	55	0	0.267715	0.411504	10.31352							0.003732	0.035407	0.001943							0.002695	0.004113	0.103135	1.0	1.9e-05	0.000177	1e-05	92512.0	0.715021	0.13002	60.621338	-21.212921411	-44.971719986	958.093724				0.0			
387	74691180					9921569	2023	7	21	20	19	56	0	0.111579	-0.156053	10.035198							-0.014326	0.001018	0.01293							0.001116	-0.001553	0.100352	1.0	-7.2e-05	5e-06	6.5e-05	92504.0	0.814445	-0.156766	61.431992	-21.212825994	-44.97168321	957.993112				0.0			
487	74701180					9920451	2023	7	21	20	19	57	0	0.436786	1.194282	8.733767							0.001608	-0.008562	0.026399							0.004363	0.011943	0.087338	1.0	8e-06	-4.3e-05	0.000132	92515.0	0.987736	-0.181904	62.655586	-21.212733157	-44.971649533	957.863901				0.0			
587	74711180					9921332	2023	7	21	20	19	58	0	0.528294	0.709886	8.700441							0.012526	0.005502	0.008275							0.005285	0.007094	0.087005	1.0	6.3e-05	2.8e-05	4.1e-05	92501.0	2.685646	-0.655199	63.319706	-21.212641541	-44.971618997	957.729515				0.0			
687	74721180					9920214	2023	7	21	20	19	59	0	0.88757	0.991791	10.442235							0.051054	-0.010175	-0.007034							0.008871	0.009891	0.104425	1.0	0.000255	-5.1e-05	-3.5e-05	92508.0	4.688202	-0.62929	63.321892	-21.212552478	-44.971590473	957.589832				0.0			
787	74731180					9921096	2023	7	21	20	20	0	0	1.13844	1.072234	9.583158							-0.007499	0.041519	-0.028157							0.011406	0.010724	0.095829	1.0	-3.7e-05	0.000208	-0.000141	92505.0	5.678936	-0.542401	61.891991	-21.21246864	-44.971563198	957.497124				0.0			
887	74741180					9919978	2023	7	21	20	20	1	0	1.509755	2.058347	10.268877							-0.002036	0.025937	-0.031917							0.015114	0.020582	0.102687	1.0	-1e-05	0.00013	-0.00016	92499.0	6.130029	-0.202529	59.806683	-21.212394055	-44.971536348	957.451352				0.0			
987	74751180					9920859	2023	7	21	20	20	2	0	1.127311	0.984451	9.312685							0.040944	0.010589	-0.019003							0.011279	0.009824	0.093128	1.0	0.000205	5.3e-05	-9.5e-05	92501.0	6.173253	0.121963	59.172649	-21.212333566	-44.971512107	957.439764				0.0			
1087	74761181					9919741	2023	7	21	20	20	3	0	1.072808	2.517785	9.246808							0.036382	0.004926	-0.227111							0.010759	0.025149	0.092472	0.999999	0.000182	2.5e-05	-0.001136	92509.0	9.164767	1.17295	53.167236	-21.212283769	-44.97149252	956.96897				0.0			
1187	74771181					9920623	2023	7	21	20	20	4	0	0.965911	2.427475	9.523925							-0.001647	-0.041103	-0.367244							0.009684	0.024258	0.095241	0.999998	-8e-06	-0.000206	-0.001836	92509.0	7.885631	3.587719	34.604622	-21.212251744	-44.971471381	957.175861				0.0			
1287	74781181					9919505	2023	7	21	20	20	5	0	-1.397054	2.479174	9.514861							-0.000971	0.002357	-0.446885							-0.013914	0.024823	0.095149	0.999998	-5e-06	1.2e-05	-0.002234	92496.0	5.645641	6.888793	10.700956	-21.212233381	-44.971445469	957.377667				0.0			
1387	74791181					9920386	2023	7	21	20	20	6	0	-2.106383	1.239926	7.744581							0.026707	0.01879	-0.200763							-0.021044	0.01241	0.077449	0.999999	0.000134	9.4e-05	-0.001004	92497.0	1.251779	7.179008	-10.085634	-21.212226608	-44.97141237	957.645265				0.0			
1487	74801181					9919268	2023	7	21	20	20	7	0	0.517682	0.514694	9.788551							0.013055	0.000281	-0.102102							0.00518	0.005138	0.097886	1.0	6.5e-05	1e-06	-0.000511	92502.0	0.100825	6.711934	-18.763708	-21.212228341	-44.971381345	957.847131				0.0			
1587	74811181					9920150	2023	7	21	20	20	8	0	-2.159123	0.146093	9.226306							0.030449	0.014228	-0.069212							-0.021584	0.001454	0.092265	1.0	0.000152	7.1e-05	-0.000346	92498.0	0.169355	7.471699	-23.423082	-21.212232417	-44.971357189	957.961496				0.0			
1687	74821181					9919032	2023	7	21	20	20	9	0	-2.433954	0.552098	9.337954							0.039821	0.026956	-0.103993							-0.024324	0.005515	0.093384	1.0	0.000199	0.000135	-0.00052	92505.0	1.429944	7.606192	-28.461102	-21.212239904	-44.971325608	958.142933				0.0			
1787	74831181					9919914	2023	7	21	20	20	10	0	-3.972015	1.709715	8.143552							0.01877	0.00729	-0.174558							-0.039702	0.017124	0.081439	1.0	9.4e-05	3.6e-05	-0.000873	92497.0	2.157441	7.635475	-35.645531	-21.21225324	-44.971285823	958.385638				0.0			
1887	74841181					9918796	2023	7	21	20	20	11	0	-1.536418	0.347102	9.521393							-0.020226	-0.001938	-0.042029							-0.015364	0.003484	0.095213	1.0	-0.000101	-1e-05	-0.00021	92499.0	0.696713	7.944042	-40.820576	-21.212275858	-44.97123977	958.686304				0.0			
1987	74851181					9919678	2023	7	21	20	20	12	0	0.54403	0.117396	9.677421							-0.029723	-0.013652	-0.013767							0.005434	0.001188	0.096774	1.0	-0.000149	-6.8e-05	-6.9e-05	92496.0	-0.544841	6.687305	-42.459442	-21.212302743	-44.971190691	958.746503				0.0			
2087	74861181					9918560	2023	7	21	20	20	13	0	-1.389427	-0.593727	9.976458							-0.012326	0.008032	0.026032							-0.013889	-0.005933	0.099765	1.0	-6.2e-05	4e-05	0.00013	92497.0	-2.01519	6.930852	-42.211536	-21.212327019	-44.971149709	959.150921				0.0			
2187	74871181					9919442	2023	7	21	20	20	14	0	-1.323479	-0.435944	9.758901							0.004499	-0.021047	0.024024							-0.013245	-0.004363	0.097588	1.0	2.2e-05	-0.000105	0.00012	92493.0	-1.806459	7.183256	-40.894325	-21.212349539	-44.971109675	959.427791				0.0			
